epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
23,0.3624650205367178,0.861878453038674,0.8502994011976048,0.31657594198086225,0.819672131147541,0.8070175438596491
24,0.35116764293849795,0.8453038674033149,0.8271604938271605,0.3125405487467031,0.8360655737704918,0.8214285714285714
25,0.35438189280955174,0.850828729281768,0.8363636363636363,0.3164704060945355,0.8360655737704918,0.8214285714285714
26,0.3037743186423792,0.8729281767955801,0.8588957055214724,0.31667776625664507,0.8360655737704918,0.8214285714285714
27,0.3534108206876734,0.850828729281768,0.8322981366459627,0.31775820401848337,0.8360655737704918,0.8214285714285714
28,0.3329082549606239,0.850828729281768,0.8322981366459627,0.3155215910223664,0.8360655737704918,0.8214285714285714
29,0.36038918900226363,0.8453038674033149,0.8271604938271605,0.31626798823231556,0.8360655737704918,0.8214285714285714
30,0.34814072297422927,0.8287292817679558,0.8098159509202454,0.32363688261782536,0.8688524590163934,0.8620689655172413
31,0.3214444471986254,0.850828729281768,0.8301886792452831,0.3227760215274623,0.8524590163934426,0.847457627118644
32,0.30621144932936567,0.8839779005524862,0.8711656441717791,0.32435718911593076,0.8524590163934426,0.847457627118644
33,0.29938217083722846,0.8950276243093923,0.8819875776397516,0.32264692617244406,0.8524590163934426,0.847457627118644
34,0.3003911346361782,0.8784530386740331,0.8658536585365854,0.31345550838063974,0.8688524590163934,0.8620689655172413
35,0.3210077098884635,0.856353591160221,0.8433734939759037,0.31954380039308894,0.8524590163934426,0.847457627118644
36,0.24218879483681358,0.9116022099447514,0.9036144578313253,0.317630835243913,0.8688524590163934,0.8620689655172413
37,0.2805493703698585,0.8950276243093923,0.8848484848484849,0.32464427244467814,0.8688524590163934,0.8620689655172413
38,0.3090889600429746,0.861878453038674,0.8466257668711656,0.3309973634657313,0.8524590163934426,0.847457627118644
39,0.2625434653864381,0.9116022099447514,0.9036144578313253,0.330856516224439,0.8524590163934426,0.847457627118644
40,0.30480239371568457,0.8729281767955801,0.8622754491017964,0.3275241495155897,0.8524590163934426,0.847457627118644
41,0.28164883015564135,0.9116022099447514,0.9036144578313253,0.3306254231538929,0.8524590163934426,0.847457627118644
42,0.2742144188828231,0.8950276243093923,0.8862275449101796,0.33110222171564574,0.8524590163934426,0.847457627118644
43,0.25518787911583707,0.9005524861878453,0.8902439024390244,0.3274787385932735,0.8852459016393442,0.8771929824561403
44,0.262812337246389,0.9116022099447514,0.9024390243902439,0.3322302459693346,0.8688524590163934,0.8620689655172413
45,0.24050358464704694,0.9116022099447514,0.9024390243902439,0.3445367046066972,0.8360655737704918,0.8333333333333334
46,0.2288472412040879,0.9116022099447514,0.9058823529411765,0.3472576644576964,0.8524590163934426,0.847457627118644
47,0.22475065974240804,0.9005524861878453,0.8953488372093024,0.3397279010444391,0.8852459016393442,0.8771929824561403
48,0.2719164162215607,0.9060773480662984,0.8930817610062893,0.3522917344921925,0.8524590163934426,0.847457627118644
49,0.25503236664592893,0.9005524861878453,0.891566265060241,0.37563108371906595,0.8032786885245902,0.8064516129032258
50,0.21794596273266809,0.9226519337016574,0.9176470588235294,0.3653003993581553,0.819672131147541,0.819672131147541
51,0.2174395289045671,0.9171270718232044,0.9090909090909091,0.35937972733231843,0.8688524590163934,0.8620689655172413
52,0.2562484876638618,0.9116022099447514,0.9012345679012346,0.3656699818665864,0.8524590163934426,0.847457627118644
53,0.20605780332457294,0.9337016574585635,0.926829268292683,0.3712184756505685,0.8360655737704918,0.8275862068965517
54,0.22048113211083809,0.9060773480662984,0.8957055214723927,0.3878825228722369,0.8032786885245902,0.8064516129032258
55,0.21570635747514377,0.9392265193370166,0.9349112426035503,0.3962091911034506,0.7868852459016393,0.7936507936507936
56,0.18405155059547054,0.9337016574585635,0.9294117647058824,0.3946595133328047,0.7868852459016393,0.7936507936507936
57,0.20320995662423127,0.9392265193370166,0.9333333333333333,0.37552307326285567,0.8360655737704918,0.8333333333333334
58,0.2204277182810873,0.9171270718232044,0.9090909090909091,0.35266436563163506,0.8688524590163934,0.8620689655172413
59,0.20618021656959756,0.9281767955801105,0.9212121212121213,0.34621000485342057,0.8688524590163934,0.8620689655172413
60,0.19550192965328364,0.9337016574585635,0.9285714285714286,0.3494477828995126,0.8360655737704918,0.8333333333333334
61,0.21573635063118698,0.9281767955801105,0.9202453987730062,0.3849828917472089,0.8032786885245902,0.8064516129032258
62,0.17390515766420417,0.9392265193370166,0.9364161849710982,0.37764287874346875,0.8360655737704918,0.8333333333333334
63,0.2102520765520591,0.9281767955801105,0.9221556886227545,0.3742460090605939,0.8524590163934426,0.847457627118644
64,0.17738944456722197,0.9447513812154696,0.9382716049382716,0.39402865190975,0.8360655737704918,0.8333333333333334
65,0.17191193281616296,0.9392265193370166,0.9333333333333333,0.4170188571585984,0.8032786885245902,0.8064516129032258
66,0.16081905118009662,0.9392265193370166,0.9349112426035503,0.4070994990770934,0.8032786885245902,0.8064516129032258
67,0.18056943576309561,0.9502762430939227,0.9473684210526315,0.4094049784003711,0.8032786885245902,0.8064516129032258
68,0.148037265348171,0.9447513812154696,0.9390243902439024,0.4052136369415971,0.8360655737704918,0.8333333333333334
69,0.19177829593584683,0.9281767955801105,0.9230769230769231,0.39994708973853316,0.819672131147541,0.8135593220338984
70,0.1520928283175711,0.9613259668508287,0.9570552147239264,0.4107231409823308,0.819672131147541,0.819672131147541
71,0.14323900269539974,0.9723756906077348,0.9696969696969697,0.42846221660004286,0.8032786885245902,0.8064516129032258
72,0.15091986723696987,0.9613259668508287,0.9570552147239264,0.4421611340319524,0.8032786885245902,0.8064516129032258
73,0.1504026201054536,0.9502762430939227,0.9461077844311377,0.44059490326975215,0.8032786885245902,0.8064516129032258
74,0.14551707320121113,0.9447513812154696,0.9397590361445783,0.4388079653020765,0.8032786885245902,0.8064516129032258
75,0.12538598411978938,0.9447513812154696,0.9404761904761905,0.430474868563355,0.8360655737704918,0.8333333333333334
76,0.14137298840185555,0.9447513812154696,0.9390243902439024,0.45999497419498003,0.8360655737704918,0.8333333333333334
77,0.1293072362960373,0.9613259668508287,0.9575757575757575,0.5060131842972803,0.7868852459016393,0.7936507936507936
78,0.1255914798387177,0.9502762430939227,0.9447852760736196,0.5368127774019711,0.7868852459016393,0.7936507936507936
79,0.13310106427959315,0.9558011049723757,0.9523809523809523,0.5274146287167658,0.8032786885245902,0.8064516129032258
80,0.12325300375071678,0.9723756906077348,0.9700598802395209,0.523213864349928,0.819672131147541,0.819672131147541
81,0.11590563868126158,0.9558011049723757,0.9529411764705882,0.46005058972561946,0.8360655737704918,0.8333333333333334
82,0.11746637383218628,0.9613259668508287,0.9575757575757575,0.4539607900087951,0.819672131147541,0.8135593220338984
83,0.09247410511443628,0.9834254143646409,0.9820359281437125,0.45953100626585913,0.8032786885245902,0.8
84,0.12273537404629407,0.9613259668508287,0.9580838323353293,0.47549415172123516,0.8032786885245902,0.8064516129032258
85,0.11165492903461773,0.9447513812154696,0.9397590361445783,0.49669413390706796,0.7868852459016393,0.7868852459016393
86,0.129928269274327,0.9558011049723757,0.9523809523809523,0.5095134040371316,0.7868852459016393,0.7868852459016393
87,0.11771322482198641,0.9613259668508287,0.9585798816568047,0.5151123468016015,0.7868852459016393,0.7868852459016393
88,0.09682076422302104,0.9723756906077348,0.9700598802395209,0.5166087971359002,0.7704918032786885,0.7666666666666667
89,0.10202552007706785,0.9668508287292817,0.963855421686747,0.506564312782444,0.7704918032786885,0.7666666666666667
90,0.11063899729627272,0.9723756906077348,0.9696969696969697,0.5074552278049657,0.7868852459016393,0.7868852459016393
91,0.10819858460795155,0.9558011049723757,0.9512195121951219,0.5147494229136921,0.8032786885245902,0.8064516129032258
92,0.094062230781297,0.9723756906077348,0.9700598802395209,0.5123804783234831,0.8032786885245902,0.8064516129032258
93,0.11533122958399314,0.9613259668508287,0.9580838323353293,0.5098579315865626,0.8032786885245902,0.8064516129032258
94,0.10634869020123508,0.9723756906077348,0.9700598802395209,0.501039412177977,0.8032786885245902,0.8
95,0.08243720575096858,0.9668508287292817,0.9642857142857143,0.5137595519667766,0.8032786885245902,0.8
96,0.10789212469237944,0.9723756906077348,0.9700598802395209,0.5038317798591051,0.819672131147541,0.8135593220338984
97,0.11767410919152571,0.9558011049723757,0.9518072289156626,0.5032112813386761,0.819672131147541,0.8135593220338984
98,0.08981907104260355,0.9723756906077348,0.9696969696969697,0.5141301819535552,0.8032786885245902,0.8
99,0.09677007170754243,0.9723756906077348,0.9704142011834319,0.5391760536881743,0.7868852459016393,0.7868852459016393
100,0.0693083738301011,0.9834254143646409,0.9818181818181818,0.5541007909618441,0.7868852459016393,0.7868852459016393
